DateTime,Entries,UniqueIPs
1501842001,6504,652597938
1501843506,6505,652597939
1501847702,6511,652597945
1501852508,6512,652597946
1501854002,6519,652597953
1501854307,6521,652597955
1501854966,6522,652597956
1501859102,6530,652597964
1501863331,6522,652597954
1501865107,6522,652597954
1501865702,6522,652597954
1501866302,6526,652569794
1501867447,6530,652569799
1501868707,6530,652569799
1501869368,6530,652569799
1501870202,6529,652569798
1501870512,6530,652569799
1501870803,6530,652569799
1501875027,6522,652569791
1501876502,6522,652569791
1501878016,6527,652569797
1501881353,6523,652569793
1501885202,6526,652569796
1501886892,6527,652569797
1501888202,6527,652569797
1501888810,6528,652569797
1501891502,6524,652569793
1501892646,6530,652569799
1501895711,6534,652569803
1501899602,6522,652569789
1501902012,6521,652569788
1501902302,6522,652569789
1501903208,6502,652569769
1501906543,6507,652569775
1501910110,6514,652569782
1501911602,6515,652569783
1501914002,6522,652569791
1501917612,6522,652569791
1501919530,5543,652568808
1501921449,6517,652569785
1501924506,6518,652569786
1501924526,6520,652569788
1501926304,6522,652569790
1501929031,6523,652569790
1501932008,6519,652569786
1501935848,6516,652569784
1501938002,6517,652569785
1501939202,6525,652569794
1501942802,6525,652569792
1501944487,6524,652569791
1501944902,6525,652569792
1501946407,6528,652569797
1501950490,6526,652569795
1501952102,6525,652569794
1501952703,6524,652550082
1501953602,6519,652550077
1501954502,6517,652550075
1501955288,6519,652550077
1501957206,6515,652550072
1501959125,6515,652550072
1501959302,6515,652550072
1501960506,6513,652550070
1501961046,6519,652550075
1501961102,6521,652550077
1501961702,6521,652550077
1501964134,6523,652550079
1501965603,6523,652550079
1501967747,6519,652550075
1501969506,6520,652550076
1501971293,6519,652550075
1501971603,6522,652550078
1501971903,6521,652550077
1501972203,6522,652550078
1501976103,6523,652550079
1501977302,6523,652550079
1501978802,6549,652550107
1501980002,6549,652550107
1501982407,6551,652550109
1501985748,6547,652550105
1501989602,6521,652550078
1501991105,6522,652550079
1501993202,6516,652550073
1501994885,6517,652550074
1501996806,6504,652550060
1501998306,6505,652550061
1502000648,6507,652550063
1502004002,6500,652550058
1502007902,6506,652550063
1502011210,6509,652550065
1502014552,6513,652550070
1502015289,6514,652550071
1502016307,6515,652550072
1502018168,6516,652550073
1502019027,6521,652550078
1502020086,6521,652606399
1502022019,6517,652606395
1502025602,6524,652606401
1502028602,6524,652606402
1502028920,6522,652606400
1502030402,6523,652606400
1502033102,6517,652606395
1502036407,6515,652606394
1502038802,6516,652605626
1502039707,6519,652605629
1502043602,6522,652605632
1502045105,6522,652605632
1502047502,6512,652605621
1502047802,6514,652605623
1502050506,6514,652605623
1502051045,6525,652605634
1502051102,6524,652605633
1502051402,6525,652605634
1502051702,6525,652605634
1502052966,6523,652605632
1502053202,6525,652605634
1502053802,6525,652605634
1502054107,6526,652605635
1502054887,6524,652605633
1502055904,6524,652605633
1502058002,6521,652605631
1502059685,6521,652605631
1502061605,6517,652605628
1502063105,6517,652605628
1502064302,6514,652605625
1502064938,6532,652605646
1502066703,6532,652605646
1502068802,6535,652605649
1502072402,6537,652605650
1502076302,6533,652605647
1502079603,6531,652605643
1502082967,6531,652605643
1502083502,6531,652605644
1502086508,6532,652605645
1502086806,6530,652605644
1502088725,6531,652605645
1502090402,6526,652605638
1502090645,6525,652605637
1502093708,6526,652605638
1502093745,6522,652605635
1502094486,6522,652605635
1502095508,6521,652605634
1502097903,6518,652605631
1502101207,6525,652605638
1502104508,6526,652605639
1502105044,6528,652605641
1502108161,6538,652605649
1502109909,6539,652605650
1502112630,6540,652605652
1502113686,6541,652605653
1502115607,6534,652605646
1502119447,6531,652605644
1502122515,6530,652605643
1502124687,6528,652604107
1502126402,6522,652604101
1502130245,6520,652604100
1502131507,6521,652604101
1502133325,6502,652604083
1502136010,6503,652604084
1502138102,6514,652604095
1502139609,6513,652604095
1502140806,6517,652604098
1502144123,6514,652604094
1502145006,6515,652604095
1502146806,6514,652604094
1502148002,6524,652604105
1502150648,6517,652604098
1502151390,6528,652604110
1502153102,6527,652604110
1502159102,6520,652604104
1502160302,6519,652604103
1502161207,6520,652604103
1502162703,6493,652604074
1502166009,6483,652604833
1502169849,6480,652604827
1502170220,6482,652604829
1502172949,6482,652604829
1502176802,6511,652604858
1502178487,6511,652604859
1502180409,6518,652604868
1502181906,6519,652604869
1502183736,6521,652604871
1502187367,6522,652604872
1502188231,6524,652604874
1502189288,6525,652604875
1502190908,6525,652604875
1502191206,6514,652604865
1502191502,6515,652604866
1502195290,6534,652604886
1502198115,6532,652604884
1502199365,6533,652604885
1502199908,6533,652604884
1502200502,6534,652604884
1502201749,6527,652604880
1502203206,6527,652604880
1502204101,6527,652604880
1502205125,6526,652604879
1502205368,6540,652604893
1502206802,6540,652604893
1502207107,6541,652604894
1502209502,6532,652604883
1502210403,6532,652604883
1502211126,6532,652604883
1502211902,6534,652575187
1502212509,6533,652575186
1502213287,6536,652575191
1502215502,6534,652575189
1502216165,6536,652575191
1502216702,6540,652575195
1502217602,6540,652575195
1502218328,6542,652575197
1502218809,6542,652575197
1502219707,6544,652575199
1502220248,6545,652575200
1502223602,6538,652575192
1502224502,6537,652575192
1502226907,6538,652575193
1502226943,6532,652575185
1502230506,6529,652575179
1502232902,6529,652575179
1502234138,6529,652575181
1502237102,6527,652575179
1502237708,6528,652575180
1502237777,6565,652575220
1502239449,6565,652575220
1502242220,6565,652575220
1502245208,6567,652575221
1502249290,6539,652575191
1502251502,6537,652573144
1502252403,6532,652573138
1502256008,6534,652573140
1502259846,6549,652573153
1502262937,6546,652573152
1502266802,6544,652573151
1502268902,6545,652573152
1502270402,6549,652573155
1502270702,6551,652573157
1502274302,6550,652573156
1502276165,6551,652573157
1502277369,6556,652573162
1502279287,6557,652573163
1502281220,6551,652573157
1502283125,6552,652573158
1502285048,6548,652573154
1502288402,6548,652573152
1502292002,6550,652573156
1502295602,6552,652573159
1502297702,6552,652573158
1502298002,6555,652551398
1502298964,6558,652551401
1502299502,6553,652551395
1502302809,6553,652551397
1502306130,6545,652551389
1502306645,6542,652551386
1502306702,6544,652551388
1502309732,6557,652551401
1502310486,6558,652551402
1502311516,6557,652551401
1502313374,6557,652551400
1502316302,6556,652550888
1502316945,6544,652550876
1502319002,6545,652550877
1502319302,6545,652550877
1502321103,6554,652550886
1502322307,6555,652550887
1502322903,6555,652550887
1502323227,6553,652550885
1502324402,6543,652550874
1502325019,6543,652550874
1502326084,6542,652550873
1502326503,6542,652550873
1502328011,6558,652550890
1502331850,6554,652550886
1502332224,6554,652550886
1502333767,6554,652550886
1502334954,6528,652550859
1502338802,6545,652550875
1502342410,6547,652550879
1502346249,6555,652550887
1502349328,6558,652550891
1502353826,6552,652550885
1502356807,6545,652550876
1502358309,6544,652550875
1502358901,6545,652550876
1502360167,6547,652550878
1502360887,6547,652550877
1502361909,6546,652550876
1502363713,6546,652550875
1502367602,6544,652550872
1502369107,6545,652550873
1502370910,6547,652550875
1502371201,6552,652550882
1502374802,6555,652550886
1502376488,6555,652550886
1502378407,6556,652550888
1502382249,6551,652550883
1502384402,6548,652527587
1502385310,6548,652527585
1502387702,6547,652527585
1502389202,6535,652527573
1502392202,6536,652527574
1502393703,6531,652527570
1502396405,6537,652527576
1502399711,6539,652527580
1502400607,6540,652527581
1502401202,6540,652527581
1502402408,6538,652527579
1502403315,6538,652527578
1502407503,6541,652527580
1502408885,6541,652527580
1502409902,6540,652527579
1502410806,6555,652527594
1502412903,6553,652527592
1502413212,6555,652527594
1502414130,6560,652527601
1502416202,6561,652527602
1502418002,6562,652527601
1502421602,6543,652527579
1502424948,6549,652527585
1502428507,6548,652527584
1502428531,6549,652527586
1502430309,6550,652527587
1502432167,6550,652527587
1502433027,6545,652527581
1502436253,6541,652527577
1502439323,6543,652527580
1502440087,6544,652527581
1502443826,6545,652527581
1502444889,6545,652527582
1502446808,6547,652527585
1502447102,6548,652527586
1502450145,6550,652527590
1502450702,6549,652527589
1502451002,6550,652527590
1502453764,6547,652527587
1502457370,6548,652527588
1502457602,6544,652527582
1502459288,6545,652527583
1502461215,6551,652527589
1502463302,6553,652527589
1502464529,6547,652527583
1502468887,6552,652527589
1502469908,6552,652527589
1502470402,6556,652503013
1502472621,6560,652503016
1502475609,6560,652503014
1502479447,6557,652503012
1502482524,6550,652503005
1502484002,6550,652503005
1502486703,6541,652502997
1502488090,6541,652502997
1502490010,6549,652503005
1502490902,6549,652503005
1502491927,6549,652503005
1502493308,6550,652503006
1502493846,6554,652503011
1502495108,6555,652503012
1502496972,6574,652503031
1502497825,6573,652503031
1502501423,6573,652503033
1502503502,6574,652503034
1502504404,6572,652503031
1502508246,6548,652503006
1502508902,6548,652503006
1502511331,6548,652503005
1502512502,6549,652503006
1502515212,6554,652503011
1502519049,6555,652503010
1502522107,6556,652503011
1502522175,6554,652503011
1502523921,6555,652503012
1502525767,6556,652503013
1502526302,6558,652503016
1502529609,6553,652503010
1502533455,6551,652503008
1502536202,6552,652503009
1502536513,6553,652503010
1502536542,6551,652503008
1502539215,6552,652503009
1502541030,6551,652503006
1502544249,6559,652503014
1502546168,6560,652503014
1502547325,6562,652503019
1502548221,6562,652503019
1502551503,6562,652503019
1502552892,6562,652503019
1502553302,6562,652503019
1502554811,6566,652503023
1502556728,6565,652503023
1502556902,6566,652503023
1502557502,6560,652478447
1502558647,6558,652478443
1502561709,6549,652478434
1502563510,6548,652478434
1502565602,6548,652478435
1502567702,6549,652478435
1502569209,6549,652478434
1502571126,6548,652478434
1502571303,6548,652478434
